numerical__Application_Date,numerical__Age,numerical__Income,numerical__Debt_Ratio,numerical__Nb_Borrowers,numerical__Loan_Amt,numerical__Loan_Amt_Req,numerical__LTV,numerical__FICO_Score,numerical__Prior_Custom_Score,numerical__Current_Custom_Score,numerical__CB_Age_Oldest_TL,numerical__CB_Age_Newest_TL,numerical__CB_Avg_Mos_File,numerical__CB_Nb_Sat_TL,numerical__CB_Nb_60_Plus_TL,numerical__CB_Nb_90_Plus_TL,numerical__CB_Pct_Sat_TL,numerical__CB_Mos_Since_Dlq,numerical__CB_Max_Dlq_12_Mos,numerical__CB_Max_Dlq_Ever,numerical__CB_Nb_Total_TL,numerical__CB_Nb_TL_Open_12,numerical__CB_Pct_IL_TL,numerical__CB_Nb_Inq_6_Mos,numerical__CB_Nb_Inq_6_Mos_excl_7_Days,numerical__CB_Rev_Util,numerical__CB_IL_Util,numerical__CB_Nb_Rev_TL_w_Bal,numerical__CB_Nb_IL_TL_w_Bal,numerical__CB_Nb_Rev_Tl_75_Pct_Limit,numerical__CB_Pct_TL_w_Bal,categorical__Region_REG1,categorical__Region_REG2,categorical__Region_REG3,categorical__Region_REG4,categorical__Region_REG5,categorical__Bank_Relationship_M_Ever,categorical__Bank_Relationship_M_Open,categorical__Bank_Relationship_O_Ever,categorical__Bank_Relationship_O_Open,categorical__Bank_Relationship_nan,target
20101201.0,43.0,50000.0,3.0,1.0,253473.0,100000.0,39.0,699.0,235.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110301.0,41.0,5865.0,17.0,2.0,99500.0,30000.0,30.0,699.0,281.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110901.0,48.0,2667.0,34.0,1.0,90000.0,22000.0,90.0,699.0,293.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110301.0,69.0,3041.0,43.0,2.0,100000.0,20000.0,65.0,699.0,255.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110701.0,58.0,10000.0,24.0,2.0,282956.0,50000.0,71.0,699.0,233.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20101001.0,52.0,3750.0,38.0,1.0,113290.0,30000.0,90.0,699.0,265.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20120101.0,42.0,11450.0,33.0,2.0,296000.0,38400.0,90.0,699.0,289.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110201.0,64.0,3919.0,12.0,2.0,35001.0,14000.0,100.0,699.0,268.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110801.0,35.0,6500.0,35.0,1.0,129000.0,17000.0,100.0,699.0,247.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,25.0,2667.0,34.0,1.0,95001.0,16600.0,100.0,699.0,241.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100701.0,46.0,4083.0,24.0,2.0,92748.0,15000.0,90.0,699.0,281.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,43.0,0.0,9.0,1.0,0.0,15000.0,78.0,699.0,0.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110401.0,60.0,2084.0,22.0,2.0,50050.0,35000.0,70.0,699.0,298.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110501.0,61.0,2728.0,24.0,2.0,88000.0,15000.0,76.0,699.0,228.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100701.0,59.0,2644.0,28.0,2.0,182360.0,50000.0,27.0,699.0,289.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,33.0,7044.0,19.0,2.0,134708.0,13500.0,90.0,699.0,235.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,47.0,5875.0,21.0,1.0,129000.0,26000.0,100.0,699.0,275.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101101.0,66.0,7750.0,17.0,2.0,131474.0,50000.0,57.0,699.0,265.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100401.0,40.0,3472.0,24.0,1.0,95000.0,19300.0,100.0,699.0,261.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100801.0,46.0,5708.0,31.0,2.0,230000.0,57300.0,95.0,699.0,249.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100701.0,31.0,18250.0,17.0,2.0,340364.0,30000.0,84.0,699.0,244.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110101.0,38.0,9393.0,37.0,2.0,420000.0,81000.0,80.0,699.0,215.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110201.0,48.0,1736.0,45.0,1.0,100000.0,20000.0,72.0,699.0,182.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100701.0,42.0,5192.0,24.0,2.0,165128.0,50000.0,69.0,699.0,288.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110801.0,46.0,5984.0,28.0,1.0,142500.0,27200.0,100.0,699.0,242.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,50.0,2750.0,21.0,1.0,170310.0,30000.77,58.0,699.0,294.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100801.0,57.0,31750.0,11.0,1.0,312000.0,31000.0,100.0,699.0,258.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110501.0,82.0,1228.0,49.0,1.0,131028.0,40000.0,31.0,699.0,296.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110301.0,54.0,9583.0,22.0,2.0,165000.0,88000.0,92.0,699.0,219.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101101.0,47.0,9958.0,10.0,2.0,99996.0,15000.0,100.0,699.0,271.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,38.0,2083.0,42.0,1.0,75000.0,32000.0,80.0,699.0,211.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110701.0,44.0,7500.0,24.0,2.0,173188.0,38000.0,100.0,699.0,222.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20111001.0,59.0,7551.0,35.0,1.0,161770.0,50000.0,83.0,699.0,257.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110201.0,73.0,1302.0,46.0,1.0,36081.0,15000.0,97.0,699.0,311.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100301.0,33.0,7417.0,26.0,1.0,140000.0,50000.0,85.0,699.0,301.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20101001.0,37.0,7250.0,16.0,1.0,69137.0,29000.0,90.0,699.0,220.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,64.0,1893.0,16.0,1.0,57079.0,20000.0,35.0,699.0,220.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110901.0,40.0,4500.0,30.0,1.0,174341.0,20000.0,83.0,699.0,262.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100601.0,53.0,11744.0,16.0,2.0,175868.0,100000.0,57.0,699.0,216.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,43.0,5000.0,38.0,2.0,164579.0,10000.0,84.0,699.0,257.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,39.0,3542.0,21.0,2.0,235057.0,15000.0,32.0,699.0,265.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110601.0,45.0,9333.0,8.0,2.0,150000.0,50000.0,88.0,699.0,266.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,72.0,3583.0,43.0,2.0,150000.0,20000.0,89.0,699.0,246.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,40.0,2167.0,10.0,1.0,82632.0,17000.0,99.0,699.0,226.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,79.0,4167.0,37.0,1.0,266200.0,55000.0,63.0,699.0,297.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110501.0,30.0,4167.0,26.0,1.0,72000.0,10000.0,95.0,699.0,248.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100501.0,46.0,5502.0,38.0,1.0,210000.0,50000.0,89.0,699.0,315.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110701.0,47.0,2103.0,36.0,1.0,85000.0,17000.0,100.0,699.0,228.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110501.0,31.0,2522.0,38.0,2.0,102700.0,10000.0,93.0,699.0,271.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,51.0,12917.0,44.0,2.0,220000.0,50000.0,96.0,699.0,226.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110801.0,35.0,15000.0,21.0,2.0,400001.0,60000.0,95.0,699.0,248.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110201.0,43.0,6400.0,42.0,1.0,120000.0,46500.0,100.0,699.0,224.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100301.0,57.0,10833.0,23.0,1.0,150000.0,40000.0,100.0,699.0,249.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100501.0,45.0,5042.0,13.0,2.0,75369.0,15000.0,33.0,699.0,303.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110901.0,51.0,6083.0,51.0,1.0,160000.0,30000.0,88.0,699.0,269.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110901.0,58.0,4667.0,31.0,1.0,115719.0,27000.0,98.0,699.0,237.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20120201.0,41.0,14075.0,29.0,2.0,350000.0,75000.0,83.0,699.0,291.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100301.0,44.0,6350.0,28.0,2.0,143816.0,15000.0,100.0,699.0,249.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,46.0,4695.0,16.0,2.0,80000.0,15000.0,99.0,699.0,270.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,39.0,2200.0,34.0,1.0,81001.0,6000.0,84.0,699.0,231.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110901.0,33.0,6033.0,16.0,1.0,95002.0,34000.0,100.0,699.0,260.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20120101.0,64.0,5476.0,24.0,2.0,95568.0,75000.0,78.0,699.0,320.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20101201.0,46.0,11000.0,20.0,2.0,144055.0,65000.0,90.0,699.0,312.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110301.0,61.0,1601.0,33.0,1.0,56000.0,23000.0,89.0,699.0,259.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,48.0,6833.0,36.0,2.0,230107.0,30000.0,75.0,699.0,263.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110401.0,43.0,5333.0,16.0,2.0,74698.0,10000.0,83.0,699.0,253.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101101.0,39.0,6667.0,40.0,2.0,156001.0,17000.0,91.0,699.0,292.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20111201.0,33.0,4017.0,44.0,2.0,133000.0,10000.0,96.0,699.0,232.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,44.0,4583.0,25.0,1.0,80000.0,16000.0,90.0,699.0,262.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110601.0,41.0,3400.0,42.0,1.0,125001.0,55000.0,95.0,699.0,299.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100601.0,45.0,16667.0,7.0,2.0,110000.0,22000.0,90.0,699.0,239.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110201.0,29.0,6250.0,44.0,2.0,270348.0,75000.0,80.0,699.0,260.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110501.0,48.0,6833.0,23.0,2.0,195000.0,48500.0,90.0,699.0,305.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110801.0,53.0,9167.0,23.0,2.0,243603.0,75000.0,92.0,699.0,318.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100801.0,49.0,2083.0,30.0,1.0,60956.0,11300.0,100.0,699.0,214.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110301.0,41.0,9167.0,24.0,2.0,200000.0,50000.0,88.0,699.0,230.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
