id,age
2998,27
2999,59
3000,15
3001,13
3002,41
3003,24
3004,4
3005,1
3006,53
3007,24
3008,57
3009,77
3010,50
3011,54
3012,34
3013,49
3014,65
3015,50
3016,54
3017,12
3018,52
3019,15
3020,27
3021,45
3022,11
3023,1
3024,6
3025,4
3026,80
3027,78
3028,63
3029,78
3030,1
3031,73
3032,61
3033,61
3034,5
3035,43
3036,25
3037,54
3038,38
3039,77
3040,5
3041,89
3042,10
3043,81
3044,50
3045,48
3046,83
3047,57
3048,70
3049,62
3050,33
3051,31
3052,56
3053,55
3054,41
3055,69
3056,52
3057,8
3058,12
3059,57
3060,31
3061,79
3062,61
3063,34
3064,0
3065,56
3066,59
3067,50
3068,53
3069,53
3070,52
3071,76
3072,11
3073,32
3074,57
3075,38
3076,8
3077,53
3078,50
3079,37
3080,44
3081,28
3082,61
3083,19
3084,20
3085,73
3086,12
3087,46
3088,8
3089,45
3090,18
3091,50
3092,38
3093,68
3094,70
3095,68
3096,76
3097,62
3098,0
3099,23
3100,17
3101,60
3102,87
3103,36
3104,41
3105,12
3106,40
3107,51
3108,69
3109,8
3110,37
3111,39
3112,62
3113,49
3114,72
3115,55
3116,12
3117,7
3118,36
3119,7
3120,2
3121,63
3122,56
3123,16
3124,62
3125,31
3126,39
3127,36
3128,38
3129,3
3130,62
3131,52
3132,65
3133,46
3134,26
3135,21
3136,56
3137,6
3138,14
3139,50
3140,33
3141,47
3142,51
3143,45
3144,25
3145,46
3146,27
3147,6
3148,4
3149,11
3150,31
3151,59
3152,22
3153,60
3154,20
3155,51
3156,64
3157,9
3158,50
3159,54
3160,63
3161,42
3162,51
3163,47
3164,22
3165,54
3166,74
3167,62
3168,81
3169,30
3170,8
3171,68
3172,27
3173,49
3174,68
3175,55
3176,6
3177,43
3178,75
3179,58
3180,78
3181,48
3182,34
3183,48
3184,7
3185,46
3186,4
3187,40
3188,69
3189,15
3190,22
3191,71
3192,45
3193,65
3194,8
3195,83
3196,82
3197,94
3198,26
3199,72
3200,79
3201,22
3202,46
3203,39
3204,24
3205,51
3206,40
3207,22
3208,11
3209,39
3210,21
3211,23
3212,59
3213,56
3214,20
3215,72
3216,24
3217,17
3218,64
3219,3
3220,25
3221,44
3222,13
3223,48
3224,10
3225,18
3226,11
3227,23
3228,71
3229,27
3230,30
3231,78
3232,36
3233,34
3234,82
3235,27
3236,1
3237,69
3238,38
3239,36
3240,40
3241,40
3242,15
3243,66
3244,59
3245,53
3246,46
3247,31
3248,59
3249,28
3250,56
3251,38
3252,2
3253,84
3254,12
3255,38
3256,92
3257,39
3258,5
3259,80
3260,82
3261,67
3262,93
3263,60
3264,0
3265,50
3266,10
3267,46
3268,52
3269,66
3270,60
3271,44
3272,41
3273,32
3274,50
3275,47
3276,21
3277,61
3278,53
3279,15
3280,61
3281,6
3282,32
3283,31
3284,24
3285,56
3286,20
3287,46
3288,70
3289,49
3290,20
3291,53
3292,71
3293,36
3294,22
3295,32
3296,45
3297,30
3298,37
3299,43
3300,72
3301,24
3302,34
3303,64
3304,78
3305,54
3306,62
3307,2
3308,90
3309,78
3310,28
3311,72
3312,54
3313,21
3314,78
3315,43
3316,67
3317,46
3318,30
3319,13
3320,64
3321,13
3322,33
3323,39
3324,59
3325,57
3326,20
3327,87
3328,22
3329,8
3330,28
3331,7
3332,79
3333,37
3334,10
3335,66
3336,16
3337,14
3338,65
3339,18
3340,68
3341,40
3342,59
3343,36
3344,60
3345,78
3346,51
3347,25
3348,50
3349,55
3350,16
3351,46
3352,31
3353,49
3354,40
3355,8
3356,0
3357,15
3358,1
3359,42
3360,17
3361,13
3362,26
3363,55
3364,59
3365,68
3366,46
3367,30
3368,26
3369,53
3370,15
3371,36
3372,66
3373,47
3374,1
3375,71
3376,21
3377,28
3378,12
3379,24
3380,74
3381,50
3382,51
3383,5
3384,83
3385,22
3386,40
3387,10
3388,14
3389,36
3390,45
3391,58
3392,7
3393,63
3394,37
3395,56
3396,28
3397,9
3398,59
3399,51
3400,38
3401,68
3402,29
3403,22
3404,15
3405,54
3406,25
3407,27
3408,35
3409,53
3410,53
3411,58
3412,48
3413,17
3414,45
3415,31
3416,53
3417,27
3418,47
3419,35
3420,25
3421,75
3422,71
3423,46
3424,58
3425,70
3426,54
3427,19
3428,65
3429,38
3430,54
3431,27
3432,39
3433,11
3434,22
3435,18
3436,9
3437,25
3438,69
3439,33
3440,21
3441,37
3442,51
3443,41
3444,0
3445,51
3446,50
3447,28
3448,43
3449,10
3450,67
3451,50
3452,69
3453,59
3454,37
3455,47
3456,41
3457,32
3458,79
3459,38
3460,21
3461,25
3462,21
3463,9
3464,18
3465,37
3466,54
3467,33
3468,34
3469,20
3470,31
3471,29
3472,78
3473,72
3474,71
3475,69
3476,36
3477,14
3478,16
3479,3
3480,93
3481,35
3482,12
3483,49
3484,40
3485,14
3486,41
3487,73
3488,32
3489,20
3490,56
3491,9
3492,85
3493,72
3494,16
3495,83
3496,83
3497,82
3498,62
3499,0
3500,25
3501,38
3502,81
3503,25
3504,73
3505,39
3506,30
3507,53
3508,35
3509,24
3510,2
3511,63
3512,59
3513,36
3514,46
3515,11
3516,74
3517,63
3518,18
3519,23
3520,0
3521,46
3522,45
3523,11
3524,48
3525,42
3526,55
3527,55
3528,33
3529,19
3530,61
3531,15
3532,66
3533,45
3534,40
3535,2
3536,45
3537,0
3538,64
3539,56
3540,44
3541,57
3542,46
3543,40
3544,60
3545,63
3546,22
3547,34
3548,80
3549,44
3550,4
3551,42
3552,81
3553,34
3554,45
3555,45
3556,74
3557,8
3558,2
3559,42
3560,79
3561,58
3562,9
3563,8
3564,0
3565,37
3566,51
3567,71
3568,87
3569,62
3570,1
3571,46
3572,54
3573,41
3574,22
3575,47
3576,6
3577,73
3578,53
3579,13
3580,16
3581,61
3582,80
3583,53
3584,70
3585,38
3586,19
3587,69
3588,77
3589,24
3590,38
3591,50
3592,69
3593,78
3594,74
3595,63
3596,57
3597,83
3598,5
3599,47
3600,0
3601,51
3602,30
3603,7
3604,54
3605,31
3606,37
3607,46
3608,41
3609,12
3610,57
3611,31
3612,51
3613,3
3614,16
3615,11
3616,13
3617,39
3618,57
3619,28
3620,17
3621,72
3622,36
3623,59
3624,7
3625,54
3626,26
3627,34
3628,46
3629,4
3630,27
3631,41
3632,39
3633,63
3634,59
3635,13
3636,35
3637,39
3638,25
3639,65
3640,62
3641,32
3642,65
3643,26
3644,57
3645,71
3646,54
3647,68
3648,49
3649,49
3650,70
3651,37
3652,26
3653,79
3654,24
3655,64
3656,45
3657,8
3658,16
3659,71
3660,64
3661,73
3662,30
3663,80
3664,60
3665,41
3666,77
3667,20
3668,22
3669,13
3670,1
3671,66
3672,12
3673,45
3674,34
3675,8
3676,28
3677,54
3678,71
3679,5
3680,9
3681,30
3682,29
3683,43
3684,36
3685,6
3686,62
3687,27
3688,19
3689,3
3690,34
3691,12
3692,17
3693,47
3694,43
3695,29
3696,42
3697,50
3698,80
3699,56
3700,53
3701,27
3702,12
3703,15
3704,51
3705,73
3706,49
3707,66
3708,35
3709,3
3710,52
3711,55
3712,26
3713,55
3714,50
3715,73
3716,30
3717,7
3718,7
3719,55
3720,48
3721,59
3722,61
3723,73
3724,70
3725,32
3726,45
3727,24
3728,6
3729,42
3730,17
3731,46
3732,58
3733,39
3734,79
3735,47
3736,25
3737,39
3738,56
3739,3
3740,42
3741,54
3742,77
3743,32
3744,12
3745,62
3746,64
3747,9
3748,57
3749,47
3750,10
3751,8
3752,28
3753,57
3754,39
3755,18
3756,62
3757,55
3758,68
3759,59
3760,2
3761,35
3762,32
3763,72
3764,37
3765,49
3766,55
3767,28
3768,50
3769,90
3770,33
3771,57
3772,83
3773,70
3774,55
3775,49
3776,19
3777,9
3778,67
3779,61
3780,4
3781,8
3782,32
3783,36
3784,76
3785,76
3786,16
3787,53
3788,75
3789,80
3790,62
3791,56
3792,71
3793,59
3794,17
3795,12
3796,9
3797,74
3798,44
3799,9
3800,38
3801,54
3802,9
3803,51
3804,42
3805,41
3806,65
3807,33
3808,57
3809,23
3810,13
3811,35
3812,51
3813,82
3814,22
3815,13
3816,35
3817,55
3818,36
3819,37
3820,12
3821,82
3822,1
3823,38
3824,40
3825,4
3826,37
3827,1
3828,78
3829,17
3830,45
3831,37
3832,72
3833,63
3834,52
3835,74
3836,6
3837,68
3838,37
3839,42
3840,37
3841,64
3842,69
3843,38
3844,0
3845,69
3846,52
3847,31
3848,59
3849,38
3850,20
3851,82
3852,22
3853,15
3854,77
3855,49
3856,34
3857,62
3858,26
3859,21
3860,20
3861,28
3862,39
3863,76
3864,20
3865,8
3866,3
3867,44
3868,28
3869,61
3870,12
3871,23
3872,15
3873,43
3874,67
3875,55
3876,50
3877,36
3878,31
3879,32
3880,42
3881,52
3882,48
3883,72
3884,37
3885,55
3886,72
3887,17
3888,20
3889,66
3890,59
3891,26
3892,39
3893,48
3894,21
3895,40
3896,2
3897,34
3898,8
3899,36
3900,41
3901,28
3902,55
3903,7
3904,16
3905,13
3906,55
3907,14
3908,23
3909,9
3910,34
3911,40
3912,30
3913,52
3914,15
3915,40
3916,27
3917,31
3918,79
3919,67
3920,8
3921,68
3922,65
3923,16
3924,19
3925,72
3926,44
3927,48
3928,52
3929,31
3930,45
3931,66
3932,86
3933,47
3934,49
3935,71
3936,48
3937,42
3938,9
3939,35
3940,34
3941,35
3942,55
3943,59
3944,17
3945,36
3946,37
3947,70
3948,23
3949,68
3950,30
3951,84
3952,91
3953,60
3954,47
3955,75
3956,45
3957,67
3958,11
3959,52
3960,21
3961,34
3962,3
3963,11
3964,50
3965,82
3966,45
3967,38
3968,86
3969,13
3970,31
3971,79
3972,22
3973,30
3974,0
3975,78
3976,6
3977,18
3978,51
3979,75
3980,0
3981,41
3982,4
3983,0
3984,56
3985,25
3986,45
3987,78
3988,32
3989,46
3990,68
3991,21
3992,68
3993,5
3994,45
3995,25
3996,53
3997,73
3998,69
3999,76
4000,49
4001,46
4002,2
4003,73
4004,8
4005,48
4006,17
4007,23
4008,39
4009,37
4010,88
4011,89
4012,50
4013,0
4014,47
4015,8
4016,22
4017,25
4018,57
4019,32
4020,15
4021,27
4022,57
4023,37
4024,21
4025,33
4026,25
4027,33
4028,29
4029,57
4030,27
4031,0
4032,22
4033,52
4034,64
4035,32
4036,57
4037,51
4038,86
4039,54
4040,61
4041,38
4042,40
4043,58
4044,31
4045,77
4046,76
4047,39
4048,52
4049,65
4050,63
4051,35
4052,83
4053,40
4054,42
4055,79
4056,7
4057,3
4058,16
4059,31
4060,26
4061,61
4062,69
4063,57
4064,34
4065,17
4066,52
4067,37
4068,28
4069,83
4070,37
4071,70
4072,90
4073,62
4074,65
4075,24
4076,97
4077,4
4078,24
4079,81
4080,27
4081,60
4082,54
4083,36
4084,59
4085,23
4086,70
4087,45
4088,6
4089,12
4090,53
4091,52
4092,30
4093,65
4094,22
4095,53
4096,27
4097,2
4098,7
4099,64
4100,62
4101,87
4102,49
4103,37
4104,60
4105,5
4106,21
4107,61
4108,52
4109,83
4110,74
4111,10
4112,6
4113,18
4114,45
4115,94
4116,41
4117,49
4118,39
4119,82
4120,25
4121,9
4122,60
4123,56
4124,6
4125,6
4126,68
4127,1
4128,40
4129,20
4130,32
4131,18
4132,41
4133,37
4134,46
4135,73
4136,23
4137,30
4138,67
4139,95
4140,9
4141,57
4142,10
4143,82
4144,4
4145,75
4146,4
4147,54
4148,8
4149,66
4150,53
4151,15
4152,65
4153,11
4154,15
4155,38
4156,63
4157,12
4158,18
4159,31
4160,29
4161,16
4162,50
4163,40
4164,79
4165,20
4166,1
4167,30
4168,72
4169,46
4170,39
4171,69
4172,45
4173,34
4174,67
4175,73
4176,58
4177,51
4178,11
4179,45
4180,72
4181,29
4182,21
4183,79
4184,11
4185,60
4186,66
4187,28
4188,52
4189,12
4190,63
4191,36
4192,22
4193,59
4194,70
4195,97
4196,39
4197,65
4198,9
4199,60
4200,30
4201,66
4202,30
4203,76
4204,6
4205,24
4206,44
4207,6
4208,82
4209,62
4210,63
4211,58
4212,69
4213,38
4214,52
4215,40
4216,42
4217,19
4218,61
4219,4
4220,81
4221,18
4222,88
4223,53
4224,52
4225,39
4226,65
4227,80
4228,54
4229,7
4230,11
4231,52
4232,25
4233,64
4234,79
4235,6
4236,11
4237,28
4238,19
4239,24
4240,40
4241,50
4242,0
4243,56
4244,27
4245,49
4246,45
4247,15
4248,50
4249,55
4250,8
4251,22
4252,75
4253,65
4254,59
4255,44
4256,92
4257,76
4258,22
4259,65
4260,71
4261,10
4262,40
4263,66
4264,13
4265,72
4266,24
4267,11
4268,87
4269,32
4270,14
4271,76
4272,21
4273,51
4274,40
4275,75
4276,86
4277,59
4278,25
4279,51
4280,65
4281,66
4282,57
4283,48
4284,34
4285,34
4286,22
4287,15
4288,50
4289,29
4290,7
4291,4
4292,6
4293,29
4294,56
4295,9
4296,2
4297,40
4298,29
4299,79
4300,60
4301,50
4302,59
4303,53
4304,26
4305,51
4306,50
4307,64
4308,47
4309,91
4310,54
4311,21
4312,18
4313,69
4314,35
4315,69
4316,33
4317,13
4318,62
4319,49
4320,34
4321,29
4322,26
4323,39
4324,48
4325,28
4326,26
4327,45
4328,40
4329,25
4330,46
4331,18
4332,8
4333,35
4334,6
4335,30
4336,73
4337,36
4338,31
4339,37
4340,49
4341,53
4342,83
4343,51
4344,13
4345,34
4346,55
4347,13
4348,72
4349,0
4350,10
4351,15
4352,31
4353,74
4354,6
4355,33
4356,30
4357,80
4358,12
4359,14
4360,1
4361,2
4362,56
4363,8
4364,61
4365,45
4366,64
4367,20
4368,10
4369,14
4370,51
4371,52
4372,66
4373,11
4374,43
4375,67
4376,38
4377,66
4378,17
4379,66
4380,6
4381,6
4382,26
4383,54
4384,61
4385,63
4386,36
4387,34
4388,37
4389,40
4390,15
4391,8
4392,17
4393,78
4394,72
4395,63
4396,58
4397,61
4398,76
4399,2
4400,14
4401,8
4402,39
4403,40
4404,28
4405,17
4406,37
4407,39
4408,69
4409,11
4410,71
4411,44
4412,52
4413,37
4414,58
4415,83
4416,51
4417,13
4418,4
4419,10
4420,21
4421,39
4422,4
4423,64
4424,67
4425,63
4426,8
4427,13
4428,24
4429,53
4430,55
4431,44
4432,17
4433,56
4434,20
4435,33
4436,30
4437,93
4438,66
4439,57
4440,2
4441,62
4442,43
4443,29
4444,50
4445,82
4446,38
4447,44
4448,14
4449,15
4450,30
4451,36
4452,0
4453,19
4454,12
4455,8
4456,18
4457,70
4458,26
4459,59
4460,14
4461,15
4462,42
4463,64
4464,24
4465,73
4466,22
4467,31
4468,54
4469,37
4470,10
4471,52
4472,51
4473,56
4474,72
4475,69
4476,53
4477,43
4478,59
4479,51
4480,54
4481,46
4482,52
4483,45
4484,19
4485,21
4486,64
4487,84
4488,6
4489,59
4490,33
4491,53
4492,66
4493,8
4494,91
4495,84
4496,36
4497,38
4498,45
4499,35
4500,67
4501,74
4502,56
4503,0
4504,23
4505,29
4506,46
4507,39
4508,49
4509,77
4510,33
4511,67
4512,41
4513,51
4514,21
4515,76
4516,63
4517,33
4518,38
4519,73
4520,16
4521,10
4522,38
4523,51
4524,0
4525,1
4526,28
4527,76
4528,14
4529,50
4530,82
4531,20
4532,22
4533,50
4534,25
4535,76
4536,2
4537,42
4538,20
4539,41
4540,36
4541,17
4542,89
4543,43
4544,68
4545,0
4546,3
4547,53
4548,12
4549,22
4550,17
4551,42
4552,61
4553,77
4554,4
4555,28
4556,43
4557,40
4558,33
4559,5
4560,6
4561,46
4562,60
4563,23
4564,48
4565,2
4566,2
4567,46
4568,71
4569,51
4570,16
4571,66
4572,43
4573,0
4574,49
4575,79
4576,72
4577,26
4578,18
4579,54
4580,66
4581,38
4582,29
4583,17
4584,24
4585,56
4586,5
4587,58
4588,13
4589,20
4590,22
4591,72
4592,57
4593,24
4594,25
4595,17
4596,12
4597,50
4598,82
4599,45
4600,51
4601,26
4602,19
4603,50
4604,92
4605,63
4606,53
4607,11
4608,37
4609,58
4610,41
4611,79
4612,55
4613,75
4614,53
4615,1
4616,78
4617,70
4618,52
4619,75
4620,12
4621,24
4622,21
4623,0
4624,46
4625,40
4626,81
4627,52
4628,73
4629,2
4630,38
4631,38
4632,70
4633,35
4634,49
4635,38
4636,46
4637,42
4638,28
4639,59
4640,21
4641,37
4642,46
4643,11
4644,47
4645,12
4646,1
4647,15
4648,40
4649,23
4650,54
4651,12
4652,68
4653,39
4654,45
4655,26
4656,80
4657,37
4658,30
4659,0
4660,19
4661,41
4662,14
4663,41
4664,60
4665,4
4666,53
4667,45
4668,53
4669,37
4670,12
4671,17
4672,43
4673,56
4674,18
4675,22
4676,32
4677,56
4678,54
4679,7
4680,41
4681,41
4682,33
4683,33
4684,92
4685,37
4686,3
4687,15
4688,27
4689,4
4690,51
4691,26
4692,15
4693,51
4694,66
4695,46
4696,80
4697,51
4698,69
4699,47
4700,69
4701,84
4702,56
4703,36
4704,34
4705,24
4706,58
4707,0
4708,24
4709,10
4710,53
4711,22
4712,13
4713,29
4714,59
4715,58
4716,71
4717,32
4718,20
4719,6
4720,84
4721,42
4722,46
4723,48
4724,27
4725,76
4726,19
4727,29
4728,39
4729,39
4730,44
4731,61
4732,62
4733,36
4734,58
4735,57
4736,32
4737,37
4738,59
4739,78
4740,8
4741,59
4742,84
4743,20
4744,1
4745,63
4746,93
4747,54
4748,52
4749,28
4750,55
4751,60
4752,26
4753,13
4754,10
4755,47
4756,15
4757,11
4758,23
4759,7
4760,33
4761,38
4762,16
4763,27
4764,13
4765,39
4766,56
4767,63
4768,0
4769,49
4770,1
4771,59
4772,40
4773,70
4774,14
4775,47
4776,52
4777,3
4778,44
4779,13
4780,3
4781,7
4782,11
4783,76
4784,28
4785,0
4786,69
4787,69
4788,7
4789,16
4790,56
4791,48
4792,61
4793,51
4794,26
4795,29
4796,4
4797,28
4798,82
4799,32
4800,19
4801,33
4802,10
4803,47
4804,17
4805,38
4806,83
4807,21
4808,6
4809,25
4810,60
4811,2
4812,24
4813,53
4814,31
4815,3
4816,54
4817,25
4818,47
4819,6
4820,61
4821,58
4822,45
4823,37
4824,7
4825,28
4826,53
4827,32
4828,35
4829,26
4830,23
4831,84
4832,51
4833,13
4834,9
4835,21
4836,82
4837,5
4838,85
4839,1
4840,73
4841,19
4842,39
4843,26
4844,54
4845,24
4846,25
4847,56
4848,25
4849,16
4850,50
4851,33
4852,57
4853,52
4854,1
4855,28
4856,66
4857,61
4858,72
4859,45
4860,50
4861,34
4862,14
4863,67
4864,21
4865,65
4866,71
4867,28
4868,68
4869,13
4870,46
4871,64
4872,19
4873,36
4874,3
4875,71
4876,22
4877,83
4878,51
4879,79
4880,31
4881,7
4882,73
4883,22
4884,71
4885,31
4886,6
4887,43
4888,58
4889,32
4890,8
4891,33
4892,10
4893,70
4894,2
4895,42
4896,27
4897,2
4898,49
4899,43
4900,80
4901,63
4902,27
4903,57
4904,34
4905,84
4906,58
4907,37
4908,74
4909,30
4910,21
4911,21
4912,53
4913,36
4914,15
4915,2
4916,54
4917,20
4918,21
4919,17
4920,55
4921,61
4922,20
4923,83
4924,74
4925,63
4926,65
4927,0
4928,47
4929,45
4930,16
4931,27
4932,29
4933,91
4934,20
4935,66
4936,3
4937,92
4938,6
4939,12
4940,45
4941,37
4942,73
4943,17
4944,65
4945,48
4946,38
4947,44
4948,18
4949,21
4950,33
4951,70
4952,53
4953,42
4954,3
4955,37
4956,46
4957,46
4958,40
4959,55
4960,39
4961,73
4962,73
4963,64
4964,37
4965,13
4966,35
4967,43
4968,3
4969,57
4970,23
4971,67
4972,66
4973,44
4974,18
4975,52
4976,1
4977,72
4978,57
4979,51
4980,63
4981,66
4982,65
4983,57
4984,67
4985,28
4986,18
4987,70
4988,13
4989,46
4990,45
4991,19
4992,77
4993,36
4994,83
4995,3
4996,60
4997,10
4998,24
4999,67
5000,57
5001,27
5002,3
5003,6
5004,50
5005,36
5006,54
5007,67
5008,72
5009,55
5010,52
5011,83
5012,38
5013,60
5014,39
5015,32
5016,71
5017,77
5018,72
5019,25
5020,63
5021,2
5022,63
5023,61
5024,17
5025,42
5026,64
5027,30
5028,62
5029,56
5030,79
5031,8
5032,7
5033,83
5034,21
5035,4
5036,69
5037,1
5038,44
5039,79
5040,37
5041,4
5042,45
5043,63
5044,15
5045,46
5046,55
5047,59
5048,10
5049,29
5050,62
5051,67
5052,58
5053,44
5054,54
5055,44
5056,34
5057,28
5058,54
5059,63
5060,58
5061,53
5062,44
5063,44
5064,28
5065,37
5066,6
5067,33
5068,72
5069,21
5070,4
5071,45
5072,50
5073,38
5074,51
5075,63
5076,69
5077,12
5078,20
5079,68
5080,3
5081,23
5082,38
5083,73
5084,9
5085,70
5086,80
5087,61
5088,66
5089,44
5090,60
5091,26
5092,67
5093,5
5094,8
5095,15
5096,43
5097,13
5098,51
5099,5
5100,25
5101,5
5102,72
5103,40
5104,24
5105,56
5106,47
5107,5
5108,53
5109,61
5110,14
5111,52
5112,65
5113,72
5114,26
5115,40
5116,31
5117,72
5118,31
5119,57
5120,41
5121,24
5122,70
5123,14
5124,50
5125,23
5126,88
5127,37
5128,7
5129,70
5130,47
5131,4
5132,21
5133,64
5134,71
5135,25
5136,41
5137,0
5138,37
5139,33
5140,41
5141,25
5142,79
5143,29
5144,67
5145,21
5146,16
5147,3
5148,97
5149,50
5150,23
5151,1
5152,24
5153,67
5154,36
5155,73
5156,66
5157,9
5158,59
5159,38
5160,2
5161,50
5162,43
5163,39
5164,30
5165,22
5166,59
5167,62
5168,4
5169,37
5170,71
5171,13
5172,67
5173,59
5174,28
5175,19
5176,74
5177,48
5178,6
5179,56
5180,5
5181,59
5182,66
5183,31
5184,33
5185,28
5186,22
5187,30
5188,44
5189,10
5190,74
5191,53
5192,70
5193,15
5194,27
5195,73
5196,18
5197,21
5198,45
5199,3
5200,26
5201,52
5202,21
5203,56
5204,82
5205,31
5206,70
5207,78
5208,79
5209,32
5210,23
5211,81
5212,67
5213,65
5214,83
5215,67
5216,52
5217,9
5218,53
5219,50
5220,26
5221,51
5222,16
5223,22
5224,13
5225,81
5226,53
5227,86
5228,50
5229,10
5230,29
5231,29
5232,10
5233,11
5234,49
5235,52
5236,15
5237,26
5238,72
5239,65
5240,19
5241,50
5242,74
5243,59
5244,63
5245,79
5246,49
5247,63
5248,11
5249,2
5250,84
5251,72
5252,67
5253,53
5254,18
5255,58
5256,45
5257,17
5258,60
5259,31
5260,65
5261,36
5262,4
5263,33
5264,61
5265,73
5266,70
5267,70
5268,44
5269,33
5270,13
5271,4
5272,26
5273,4
5274,13
5275,4
5276,44
5277,56
5278,78
5279,54
5280,59
5281,70
5282,88
5283,52
5284,56
5285,49
5286,6
5287,48
5288,52
5289,48
5290,42
5291,22
5292,59
5293,18
5294,28
5295,41
5296,31
5297,46
5298,28
5299,71
5300,17
5301,72
5302,47
5303,29
5304,29
5305,52
5306,66
5307,81
5308,35
5309,27
5310,36
5311,6
5312,55
5313,51
5314,18
5315,85
5316,1
5317,64
5318,0
5319,62
5320,57
5321,81
5322,60
5323,25
5324,12
5325,16
5326,49
5327,9
5328,46
5329,26
5330,61
5331,69
5332,77
5333,24
5334,46
5335,81
5336,68
5337,20
5338,59
5339,77
5340,43
5341,24
5342,43
5343,41
5344,50
5345,66
5346,57
5347,36
5348,23
5349,11
5350,74
5351,25
5352,77
5353,40
5354,18
5355,60
5356,52
5357,60
5358,58
5359,55
5360,50
5361,13
5362,69
5363,28
5364,46
5365,52
5366,70
5367,36
5368,4
5369,50
5370,19
5371,74
5372,69
5373,10
5374,3
5375,56
5376,69
5377,22
5378,2
5379,29
5380,21
5381,57
5382,9
5383,45
5384,79
5385,44
5386,50
5387,2
5388,47
5389,51
5390,45
5391,40
5392,25
5393,21
5394,37
5395,62
5396,21
5397,55
5398,5
5399,72
5400,50
5401,15
5402,30
5403,81
5404,57
5405,6
5406,84
5407,33
5408,44
5409,39
5410,10
5411,37
5412,30
5413,43
5414,27
5415,29
5416,70
5417,3
5418,7
5419,6
5420,62
5421,80
5422,78
5423,59
5424,33
5425,44
5426,57
5427,53
5428,16
5429,79
5430,3
5431,66
5432,31
5433,66
5434,58
5435,6
5436,52
5437,59
5438,89
5439,50
5440,25
5441,31
5442,26
5443,47
5444,93
5445,81
5446,58
5447,53
5448,26
5449,5
5450,61
5451,69
5452,28
5453,80
5454,63
5455,78
5456,9
5457,18
5458,47
5459,62
5460,11
5461,27
5462,53
5463,42
5464,22
5465,39
5466,28
5467,28
5468,5
5469,56
5470,37
5471,26
5472,83
5473,22
5474,14
5475,4
5476,28
5477,41
5478,41
5479,41
5480,40
5481,47
5482,47
5483,44
5484,15
5485,28
5486,61
5487,17
5488,63
5489,67
5490,90
5491,4
5492,85
5493,50
5494,1
5495,74
5496,7
5497,63
5498,54
5499,6
5500,36
5501,82
5502,49
5503,58
5504,75
5505,64
5506,39
5507,43
5508,19
5509,62
5510,38
5511,66
5512,20
5513,54
5514,50
5515,75
5516,19
5517,88
5518,52
5519,1
5520,23
5521,8
5522,41
5523,16
5524,87
5525,39
5526,51
5527,56
5528,61
5529,45
5530,47
5531,51
5532,25
5533,23
5534,1
5535,20
5536,62
5537,28
5538,65
5539,33
5540,75
5541,65
5542,42
5543,10
5544,22
5545,23
5546,4
5547,74
5548,70
5549,17
5550,20
5551,64
5552,19
5553,56
5554,22
5555,23
5556,41
5557,58
5558,39
5559,15
5560,83
5561,52
5562,46
5563,46
5564,40
5565,56
5566,59
5567,22
5568,25
5569,59
5570,59
5571,86
5572,34
5573,15
5574,59
5575,28
5576,27
5577,72
5578,29
5579,49
5580,98
5581,12
5582,62
5583,41
5584,62
5585,24
5586,18
5587,72
5588,10
5589,2
5590,3
5591,16
5592,27
5593,19
5594,26
5595,36
5596,89
5597,44
5598,34
5599,45
5600,94
5601,1
5602,81
5603,17
5604,67
5605,57
5606,32
5607,1
5608,22
5609,56
5610,35
5611,45
5612,48
5613,18
5614,56
5615,84
5616,2
5617,1
5618,47
5619,81
5620,4
5621,69
5622,36
5623,31
5624,77
5625,63
5626,12
5627,32
5628,85
5629,29
5630,29
5631,62
5632,63
5633,47
5634,20
5635,31
5636,28
5637,63
5638,38
5639,46
5640,5
5641,12
5642,38
5643,72
5644,47
5645,50
5646,70
5647,69
5648,28
5649,6
5650,72
5651,28
5652,78
5653,49
5654,18
5655,32
5656,0
5657,70
5658,25
5659,49
5660,8
5661,24
5662,30
5663,68
5664,10
5665,8
5666,20
5667,54
5668,51
5669,25
5670,23
5671,22
5672,1
5673,85
5674,72
5675,28
5676,52
5677,33
5678,63
5679,2
5680,78
5681,25
5682,46
5683,61
5684,21
5685,53
5686,32
5687,16
5688,28
5689,8
5690,27
5691,24
5692,38
5693,84
5694,26
5695,33
5696,51
5697,48
5698,29
5699,12
5700,11
5701,39
5702,88
5703,74
5704,24
5705,14
5706,18
5707,68
5708,45
5709,15
5710,73
5711,7
5712,21
5713,59
5714,44
5715,75
5716,15
5717,8
5718,51
5719,36
5720,45
5721,59
5722,3
5723,46
5724,6
5725,3
5726,53
5727,45
5728,67
5729,29
5730,35
5731,57
5732,29
5733,3
5734,66
5735,50
5736,63
5737,37
5738,72
5739,32
5740,13
5741,35
5742,33
5743,19
5744,0
5745,80
5746,71
5747,23
5748,40
5749,28
5750,7
5751,67
5752,1
5753,74
5754,28
5755,59
5756,16
5757,20
5758,84
5759,22
5760,5
5761,68
5762,26
5763,31
5764,60
5765,21
5766,57
5767,27
5768,64
5769,7
5770,38
5771,35
5772,64
5773,53
5774,57
5775,68
5776,46
5777,2
5778,35
5779,27
5780,19
5781,0
5782,12
5783,36
5784,46
5785,53
5786,13
5787,37
5788,27
5789,61
5790,15
5791,80
5792,14
5793,85
5794,59
5795,7
5796,52
